PAGEID,Location,Region,Quality,Time Rating,Technical Rating,Water Rating,Risk Rating,Min Time,Max Time,Hike,Permits,URL,Longest,Shuttle,Vehicle,Latitude,Longitude,Months,Jump,Min Rappels,Max Rappels
12340,Toce,Ossola,3.8,III,4.0,C3,,4.5 h,6 h,,No,https://ropewiki.com/Toce,82.021,2 minutes,,46.262777777778,8.34,"['Aug', 'Sep', 'Oct']",0,4,4
29978,Lasino,Ossola,3.6,II,4.0,C,,1.5 h,5 h,,No,https://ropewiki.com/Lasino,246.063,0 minutes,,45.978055555556,8.0975,"['Jul', 'Aug', 'Sep']",0,38,38
12324,Seguret,Torino,3.5,III,4.0,B,,5 h,6 h,,No,https://ropewiki.com/Seguret,131.234,0 minutes,,45.048055555556,6.8322222222222,"['Jun', 'Jul', 'Aug', 'Sep']",0,25,25
12240,Noaschetta (Upper),Torino,4.0,II,3.0,C,,3 h,4.833 h,,No,https://ropewiki.com/Noaschetta_(Upper),131.234,3 minutes,,45.458055555556,7.3125,"['Jun', 'Jul', 'Aug', 'Sep']",0,7,7
11910,Devero (Middle),Ossola,3.5,II,3.0,C1,,2 h,3.5 h,,No,https://ropewiki.com/Devero_(Middle),65.617,0 minutes,,46.266111111111,8.3102777777778,"['Jun', 'Jul', 'Aug']",0,0,0
11982,Rovine,Ossola,3.8,III,4.0,C1,,5 h,7.167 h,,No,https://ropewiki.com/Rovine,82.021,0 minutes,,46.078611111111,8.2986111111111,"['Jul', 'Aug', 'Sep']",0,14,14
11954,Ponte (Ossola),Ossola,4.0,II,4.0,B,,2.5 h,4.167 h,,No,https://ropewiki.com/Ponte_(Ossola),98.425,4.5 minutes,,46.005277777778,8.3294444444444,"['Jun', 'Jul', 'Aug', 'Sep']",0,26,26
11823,Agnello-Varaita,Cuneo,3.3,II,3.0,B,,3 h,3.167 h,,No,https://ropewiki.com/Agnello-Varaita,82.021,0.5 minutes,,44.6575,6.9888888888889,"['Sep', 'Oct', 'Nov']",0,15,15
11905,Crealla,Ossola,3.9,III,4.0,C1,,4.417 h,5.667 h,,No,https://ropewiki.com/Crealla,131.234,0.5 minutes,,46.0725,8.6025,"['Jul', 'Aug', 'Sep']",0,16,16
12334,Sorba,Vercelli,4.2,I,3.0,C1,,1.783 h,2.333 h,,No,https://ropewiki.com/Sorba,98.425,0 minutes,,45.773888888889,8.0341666666667,"['Jul', 'Aug', 'Sep']",0,2,2
11909,Deseno (Lower),Ossola,3.5,III,4.0,B,,3 h,6.083 h,,No,https://ropewiki.com/Deseno_(Lower),164.042,0.5 minutes,,46.130555555556,8.2663888888889,"['May', 'Jun', 'Jul', 'Aug', 'Sep']",0,21,21
12031,Gioglio,Torino,3.5,II,4.0,B,,3 h,4.333 h,,No,https://ropewiki.com/Gioglio,229.659,0 minutes,,45.203888888889,7.0147222222222,"['Aug', 'Sep', 'Oct', 'Nov']",0,14,14
11853,Bianco (Cuneo),Cuneo,3.2,II,4.0,C,R,2 h,4.5 h,,No,https://ropewiki.com/Bianco_(Cuneo),131.234,0.5 minutes,,44.343333333333,7.0630555555556,['Jul'],0,14,14
11789,Menta,Ossola,3.7,IV,4.0,C1,R,9 h,15 h,,No,https://ropewiki.com/Menta,164.042,,,46.085833333333,8.3383333333333,"['Jul', 'Aug', 'Sep']",0,0,0
12377,Antin,Ossola,4.0,III,4.0,C1,R,5 h,7.5 h,,No,https://ropewiki.com/Antin,196.85,0 minutes,,46.2825,8.3566666666667,"['Aug', 'Sep', 'Oct', 'Nov', 'Dec', 'Jan', 'Feb', 'Mar']",0,24,24
12089,Lasin,Torino,4.0,II,3.0,C,,3 h,4 h,,No,https://ropewiki.com/Lasin,98.425,0.5 minutes,,45.497222222222,7.5080555555556,"['May', 'Jun', 'Jul', 'Aug', 'Sep']",0,16,16
12380,Laghetto,Vercelli,4.5,II,4.0,B,,3.75 h,4.917 h,,No,https://ropewiki.com/Laghetto,229.659,0 minutes,,45.795277777778,8.0233333333333,"['Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,5,5
11851,Barricate,Cuneo,3.9,III,4.0,A,R,7 h,8 h,,No,https://ropewiki.com/Barricate,196.85,3 minutes,,44.358611111111,7.015,"['Apr', 'May', 'Jun']",0,19,19
12388,Sajont,Ossola,3.8,II,4.0,B,,3 h,3.583 h,,No,https://ropewiki.com/Sajont,196.85,0 minutes,,46.056111111111,8.0869444444444,"['Jul', 'Aug', 'Sep', 'Oct']",0,8,8
12258,Orasso,Ossola,3.4,II,3.0,C,,2.833 h,3.417 h,,No,https://ropewiki.com/Orasso,98.425,,,46.098055555556,8.5922222222222,"['May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,6,6
11947,Pissa,Torino,3.8,II,4.0,B,R,3 h,3.167 h,,No,https://ropewiki.com/Pissa,295.276,5 minutes,,45.418055555556,7.5594444444444,"['Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,12,12
11832,Antoliva,Ossola,3.2,II,3.0,C,,3.833 h,4 h,,No,https://ropewiki.com/Antoliva,65.617,0 minutes,,46.128888888889,8.3975,"['Jun', 'Jul', 'Aug', 'Sep']",0,25,25
12525,Isorno (Middle),Ossola,4.4,II,3.0,C1,,2 h,5.083 h,,No,https://ropewiki.com/Isorno_(Middle),65.617,0 minutes,,46.1775,8.3602777777778,"['Jun', 'Jul', 'Aug', 'Sep']",0,0,0
11906,Croto,Ossola,3.1,II,3.0,B,,2 h,3 h,,No,https://ropewiki.com/Croto,114.829,0 minutes,,45.988611111111,8.1286111111111,"['Jun', 'Jul', 'Aug', 'Sep']",0,10,10
11939,Pescone,Ossola,3.1,I,3.0,C,,1 h,1.167 h,,No,https://ropewiki.com/Pescone,131.234,2.5 minutes,,45.841666666667,8.4252777777778,"['Mar', 'Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,6,6
11838,Artogna,Vercelli,3.5,III,4.0,C2,,4.717 h,4.833 h,,No,https://ropewiki.com/Artogna,196.85,0 minutes,,45.808333333333,8.0238888888889,"['May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,4,4
11873,Cannobino,Ossola,3.5,II,3.0,C3,,4 h,4.167 h,,No,https://ropewiki.com/Cannobino,32.808,6 minutes,,46.067777777778,8.6327777777778,"['Jun', 'Jul', 'Aug', 'Sep']",0,0,0
11959,Praie,Torino,3.3,III,4.0,B,,3.833 h,9 h,,No,https://ropewiki.com/Praie,164.042,0 minutes,,45.400555555556,7.4927777777778,"['Mar', 'Apr', 'May', 'Jun', 'Jul', 'Aug']",0,16,16
11961,Prata,Ossola,3.3,II,4.0,B,,4 h,4.167 h,,No,https://ropewiki.com/Prata,196.85,0 minutes,,46.033888888889,8.2833333333333,"['Jun', 'Jul', 'Aug', 'Sep']",0,10,10
12386,Graia,Ossola,3.9,II,4.0,C,,3.583 h,4 h,,No,https://ropewiki.com/Graia,98.425,,,46.115555555556,8.3497222222222,"['Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,18,18
28131,Orti,Ossola,3.8,III,4.0,B,,6 h,,,No,https://ropewiki.com/Orti,98.425,0 minutes,,46.28,8.3622222222222,"['Jun', 'Jul', 'Aug']",0,21,21
11922,Fiutrusa,Cuneo,3.0,II,3.0,B,,2.75 h,3 h,,No,https://ropewiki.com/Fiutrusa,82.021,0 minutes,,44.623333333333,7.0202777777778,"['Jul', 'Aug', 'Sep']",0,8,8
11951,Pogallo,Ossola,3.5,II,2.0,B,,2 h,3 h,,No,https://ropewiki.com/Pogallo,39.37,0 minutes,,46.003333333333,8.4916666666667,"['Jul', 'Aug', 'Sep', 'Oct']",0,4,4
28133,Prequartera,Ossola,4.5,,4.0,A,,,,,No,https://ropewiki.com/Prequartera,246.063,0 minutes,,45.971111111111,8.0711111111111,"['Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,17,17
40134,Usella,Ossola,4.5,,4.0,C,X,,,,No,https://ropewiki.com/Usella,393.701,0 minutes,,46.302777777778,8.3672222222222,"['Aug', 'Sep']",0,49,49
28135,Valletta,Ossola,4.5,II,4.0,B,,3 h,,,No,https://ropewiki.com/Valletta,104.987,0 minutes,,46.119444444444,8.2091666666667,"['Jun', 'Jul', 'Aug', 'Sep']",0,6,6
12393,Robana,Ossola,2.7,II,4.0,B,,2 h,3.083 h,,No,https://ropewiki.com/Robana,131.234,0 minutes,,46.095833333333,8.3161111111111,"['Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,12,12
11912,Dresio,Ossola,2.1,II,3.0,C,,2 h,3.083 h,,No,https://ropewiki.com/Dresio,98.425,2 minutes,,46.016388888889,8.2908333333333,"['Jun', 'Jul', 'Aug', 'Sep']",0,7,7
28129,Moriana,Ossola,3.3,III,4.0,B,,5 h,,,No,https://ropewiki.com/Moriana,147.638,0 minutes,,45.957222222222,8.0163888888889,"['Jun', 'Jul', 'Aug', 'Sep']",0,16,16
12338,Tignaga,Ossola,3.3,III,4.0,B,,5 h,5.083 h,,No,https://ropewiki.com/Tignaga,98.425,0 minutes,,45.966666666667,8.065,,0,18,18
11916,Eugio,Torino,3.2,III,4.0,B,,4 h,5 h,,No,https://ropewiki.com/Eugio,98.425,0 minutes,,45.426666666667,7.4361111111111,"['Aug', 'Sep', 'Oct']",0,7,7
29980,Margologio,Ossola,4.0,III,3.0,B,,5 h,,,No,https://ropewiki.com/Margologio,104.987,,,46.117777777778,8.3597222222222,"['Jul', 'Aug', 'Sep', 'Oct']",0,20,20
48560,Sauros,Vercelli,4.0,II,3.0,B,,3.617 h,,,No,https://ropewiki.com/Sauros,114.829,2 minutes,,45.816111111111,8.0302777777778,"['Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep']",0,12,12
11927,Foppiano,Ossola,3.8,II,4.0,B,R,4 h,4.167 h,,No,https://ropewiki.com/Foppiano,180.446,,,46.335833333333,8.4111111111111,"['Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,14,14
12336,Thures,Torino,3.8,I,4.0,C2,R,2 h,2.417 h,,No,https://ropewiki.com/Thures,82.021,0 minutes,,44.891666666667,6.8416666666667,"['Aug', 'Sep']",0,0,0
18675,Valsoera,Torino,3.6,III,4.0,A,,5 h,6.167 h,,No,https://ropewiki.com/Valsoera,328.084,0 minutes,,45.455,7.3947222222222,"['Sep', 'Oct']",0,9,9
12391,Cinzago,Ossola,2.5,II,4.0,B,,2 h,5 h,,No,https://ropewiki.com/Cinzago,114.829,,,46.086111111111,8.6891666666667,"['May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,20,20
32491,Piovano,Torino,2.5,II,3.0,A,,3.75 h,,,No,https://ropewiki.com/Piovano,213.255,9 minutes,,45.534722222222,7.8197222222222,"['Jul', 'Aug', 'Sep']",0,10,10
11762,Rolletto,Ossola,1.7,I,3.0,B,,2 h,2.083 h,,No,https://ropewiki.com/Rolletto,82.021,0 minutes,,45.986111111111,8.1183333333333,,0,0,0
11849,Bard (Torino),Torino,2.3,II,4.0,B,,2.583 h,3 h,,No,https://ropewiki.com/Bard_(Torino),114.829,0 minutes,,45.184444444444,7.0083333333333,"['Jun', 'Jul', 'Aug']",0,0,0
12174,Mares,Torino,2.0,II,3.0,B,,2.55 h,3 h,,No,https://ropewiki.com/Mares,98.425,0 minutes,,45.404166666667,7.5427777777778,"['May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct', 'Nov']",0,12,12
29977,Cavaglio,Ossola,3.0,II,3.0,C,,2.5 h,,,No,https://ropewiki.com/Cavaglio,49.213,,,46.071388888889,8.6069444444444,"['May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,0,0
12383,Falmenta,Ossola,3.0,II,4.0,C,,3 h,4 h,,No,https://ropewiki.com/Falmenta,,,,46.07,8.5733333333333,"['Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,0,0
12028,Giaset,Torino,3.0,II,3.0,B,,2.667 h,3 h,,No,https://ropewiki.com/Giaset,98.425,0 minutes,,45.553888888889,7.5752777777778,"['Jul', 'Aug']",0,6,6
12382,Socraggio,Ossola,3.0,III,4.0,C,,4 h,6.25 h,,No,https://ropewiki.com/Socraggio,98.425,,,46.059722222222,8.6983333333333,"['Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,0,0
29974,Antrognia,Ossola,2.0,III,3.0,B,,6 h,,,No,https://ropewiki.com/Antrognia,91.864,,,46.020555555556,8.2147222222222,,0,25,25
29975,Anzola,Ossola,2.0,I,3.0,C,,2 h,,,No,https://ropewiki.com/Anzola,,,,45.99,8.3455555555556,,0,0,0
11854,Bignugno,Ossola,2.0,III,3.0,B,,5.833 h,6 h,,No,https://ropewiki.com/Bignugno,98.425,0 minutes,,45.973333333333,8.4883333333333,,0,28,28
29976,Brevetola,Ossola,2.0,II,3.0,B,,3 h,,,No,https://ropewiki.com/Brevetola,147.638,,,46.067222222222,8.2316666666667,,0,6,6
29979,Loria,Ossola,2.0,II,3.0,A,,3 h,,,No,https://ropewiki.com/Loria,157.48,,,46.020555555556,8.2147222222222,,0,19,19
30017,Marigal,Ossola,2.0,III,3.0,C,,5 h,,,No,https://ropewiki.com/Marigal,114.829,,,45.971388888889,8.0686111111111,,0,19,19
11981,Rosenza,Ossola,2.0,III,3.0,B,,5 h,7 h,,No,https://ropewiki.com/Rosenza,131.234,0 minutes,,45.970833333333,8.1452777777778,"['Jul', 'Aug', 'Sep', 'Oct']",0,25,25
29990,Gulo,Ossola,1.5,,4.0,A,,,,,No,https://ropewiki.com/Gulo,213.255,5.5 minutes,,46.021111111111,8.2575,"['May', 'Jun', 'Jul']",0,10,10
28119,Lavagetta,Alessandria,1.5,II,2.0,A,,2.75 h,,,No,https://ropewiki.com/Lavagetta,,3.2 minutes,,44.6225,8.8427777777778,"['Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov']",0,0,0
29992,Ponzema,Alessandria,1.5,,3.0,A,,,,,No,https://ropewiki.com/Ponzema,26.247,0 minutes,,44.551111111111,8.7733333333333,"['Mar', 'Apr', 'May', 'Sep', 'Oct', 'Nov']",0,1,1
11821,Agaro,Ossola,0.0,II,4.0,B,,4 h,4.083 h,,No,https://ropewiki.com/Agaro,,4.8 minutes,,46.278611111111,8.2958333333333,,0,0,0
41225,Alpuggio,Torino,0.0,,4.0,C,,,,,No,https://ropewiki.com/Alpuggio,,,,45.448888888889,7.4058333333333,,0,0,0
42130,Antolina (Chianale),Cuneo,0.0,,3.0,B,,,,,No,https://ropewiki.com/Antolina_(Chianale),131.234,0 minutes,,44.648333333333,6.9963888888889,"['Jun', 'Jul', 'Aug']",0,10,10
12392,Arsa,Ossola,0.0,I,3.0,B,,2 h,2.25 h,,No,https://ropewiki.com/Arsa,,0 minutes,,45.966666666667,8.3441666666667,"['Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,0,0
12389,Bugnano,Ossola,0.0,II,4.0,B,,2 h,3 h,,No,https://ropewiki.com/Bugnano,,2 minutes,,46.059722222222,8.6983333333333,"['May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,0,0
11875,Cargiago (Lower),Ossola,0.0,II,4.0,B,,2 h,3 h,,No,https://ropewiki.com/Cargiago_(Lower),,2.5 minutes,,45.942777777778,8.5927777777778,"['Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,0,0
11876,Cargiago (Upper),Ossola,0.0,III,3.0,B,,5 h,,,No,https://ropewiki.com/Cargiago_(Upper),,0 minutes,,45.960277777778,8.5922222222222,"['Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,0,0
41161,Chiussuma,Torino,0.0,,4.0,B,,,,,No,https://ropewiki.com/Chiussuma,180.446,,,45.584444444444,7.8119444444444,"['Aug', 'Sep']",0,22,22
29981,El Ri,Ossola,0.0,I,3.0,B,,1.5 h,,,No,https://ropewiki.com/El_Ri,131.234,,,45.983611111111,8.1461111111111,"['Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep']",0,7,7
42132,Ellero,Cuneo,0.0,,3.0,C,,,,,No,https://ropewiki.com/Ellero,65.617,0 minutes,,44.265,7.7336111111111,"['Jul', 'Aug']",0,7,7
12394,Fighera,Ossola,0.0,I,4.0,B,,2 h,2.083 h,,No,https://ropewiki.com/Fighera,196.85,0 minutes,,45.985277777778,8.4055555555556,"['Mar', 'Apr', 'May', 'Dec', 'Jan', 'Feb', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct', 'Nov']",0,5,5
12387,Frera,Torino,0.0,I,4.0,B,,2 h,2.167 h,,No,https://ropewiki.com/Frera,,2 minutes,,45.052222222222,7.5152777777778,"['Jul', 'Aug', 'Sep', 'Oct']",0,0,0
12385,Ganna,Ossola,0.0,III,3.0,C,,4 h,6.333 h,,No,https://ropewiki.com/Ganna,,,,45.976944444444,8.5930555555556,"['May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,0,0
12379,Grande (Ossola),Ossola,0.0,III,2.0,C,,7 h,8 h,,No,https://ropewiki.com/Grande_(Ossola),,0 minutes,,45.983611111111,8.4791666666667,,0,0,0
41283,Infernone,Biella,0.0,,3.0,C,,,,,No,https://ropewiki.com/Infernone,,,,45.574722222222,7.9744444444444,,0,0,0
12524,Isorno (Upper),Ossola,0.0,II,3.0,C,,2 h,3.333 h,,No,https://ropewiki.com/Isorno_(Upper),98.425,0 minutes,,46.171111111111,8.3483333333333,,0,0,0
41224,Lazum,Torino,0.0,,4.0,B,,,,,No,https://ropewiki.com/Lazum,,,,45.420833333333,7.4430555555556,,0,0,0
41523,Malo,Torino,0.0,III,4.0,C,,7.917 h,,,No,https://ropewiki.com/Malo,196.85,0 minutes,,45.2075,7.0111111111111,"['Aug', 'Sep', 'Oct']",0,20,20
41267,Malone,Torino,0.0,,2.0,A,,,,,No,https://ropewiki.com/Malone,,,,45.3425,7.5208333333333,,0,0,0
12243,Nocca,Ossola,0.0,I,4.0,C,,0.167 h,,,No,https://ropewiki.com/Nocca,147.638,0 minutes,,46.171111111111,8.3483333333333,"['May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,0,0
41149,Pis Madai,Torino,0.0,,3.0,C,,,,,No,https://ropewiki.com/Pis_Madai,,,,45.215,7.1811111111111,,0,0,0
12390,Piumesc,Ossola,0.0,II,4.0,B,,3.667 h,4 h,,No,https://ropewiki.com/Piumesc,213.255,0 minutes,,46.031666666667,8.6569444444444,"['Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,0,0
41168,Plu,Torino,0.0,,3.0,B,,,,,No,https://ropewiki.com/Plu,104.987,,,45.3225,7.3544444444444,"['Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,21,21
41152,Renanchio,Torino,0.0,,4.0,B,,,,,No,https://ropewiki.com/Renanchio,147.638,,,45.562222222222,7.8075,,0,26,26
29982,Rina,Ossola,0.0,III,3.0,B,,7 h,,,No,https://ropewiki.com/Rina,147.638,,,46.122777777778,8.3372222222222,,0,11,11
42131,Rocche di Cornia,Cuneo,0.0,,4.0,A,,,,,No,https://ropewiki.com/Rocche_di_Cornia,164.042,20 minutes,,44.148611111111,7.9108333333333,"['Mar', 'Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct', 'Nov', 'Dec', 'Jan', 'Feb']",0,5,5
29983,San Carlo,Ossola,0.0,I,3.0,B,,2 h,,,No,https://ropewiki.com/San_Carlo,98.425,,,45.968888888889,8.4163888888889,,0,2,2
12384,Scogno,Ossola,0.0,III,4.0,C,,7 h,8 h,,No,https://ropewiki.com/Scogno,,0 minutes,,45.989444444444,8.3475,"['May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,0,0
41310,Verdassa,Torino,0.0,,3.0,C,,,,,No,https://ropewiki.com/Verdassa,82.021,,,45.465,7.5977777777778,"['Jul', 'Aug', 'Sep']",0,12,12
18305,Mlinarica,Slovenia,4.3,III,4.0,C2,R,,,,Closed,https://ropewiki.com/Mlinarica,196.85,4 minutes,Passenger,46.406111111111,13.754444444444,"['Jul', 'Aug', 'Sep']",0,0,0
18308,Fratarica,Slovenia,3.8,III,4.0,C,,3.333 h,6.417 h,0.932 mi,Yes,https://ropewiki.com/Fratarica,164.042,0 minutes,Passenger,46.405277777778,13.604444444444,"['Jun', 'Jul', 'Aug', 'Mar', 'Apr', 'May']",0,6,6
18303,Beli Potok,Slovenia,3.8,III,4.0,B,,5 h,6.25 h,,No,https://ropewiki.com/Beli_Potok,164.042,0 minutes,,46.468611111111,13.864722222222,,0,0,0
18317,Kozjak,Slovenia,3.7,II,4.0,C2,,2 h,3 h,1.444 mi,No,https://ropewiki.com/Kozjak,65.617,0 minutes,,46.261388888889,13.591666666667,"['Jun', 'Jul', 'Aug']",0,0,0
18307,Predelica,Slovenia,3.7,III,4.0,C,,5 h,5.333 h,,No,https://ropewiki.com/Predelica,164.042,5 minutes,,46.413888888889,13.595277777778,,0,0,0
18300,Grmecica,Slovenia,3.8,II,4.0,C1,,2 h,3.583 h,,No,https://ropewiki.com/Grmecica,65.617,10 minutes,,46.280277777778,13.999166666667,,0,0,0
18326,Volarja (Pod Bregom),Slovenia,4.0,III,4.0,C,R,4.333 h,6 h,,No,https://ropewiki.com/Volarja_(Pod_Bregom),311.68,9.5 minutes,,46.220277777778,13.6525,"['Jun', 'Jul', 'Aug']",0,0,0
18340,Suhi Potok (Baladovec),Slovenia,3.6,III,4.0,C,R,4 h,6 h,,No,https://ropewiki.com/Suhi_Potok_(Baladovec),196.85,0 minutes,,46.404444444444,13.709722222222,"['Jul', 'Aug', 'Sep']",0,0,0
18314,Globoski Potok,Slovenia,3.4,II,4.0,C,,3 h,5 h,,No,https://ropewiki.com/Globoski_Potok,164.042,0 minutes,,46.311388888889,13.468055555556,,0,0,0
26475,Koritnica,Slovenia,4.2,I,3.0,C,,0.967 h,,,No,https://ropewiki.com/Koritnica,16.404,0 minutes,,46.390555555556,13.588333333333,,0,0,0
18298,Mostnica,Slovenia,3.7,II,3.0,C1,,2.667 h,3 h,,No,https://ropewiki.com/Mostnica,,0 minutes,,46.290555555556,13.886666666667,"['Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,0,0
18315,Susec,Slovenia,3.2,II,3.0,C,,2 h,3 h,,No,https://ropewiki.com/Susec,65.617,0 minutes,,46.290555555556,13.486388888889,"['Jun', 'Jul', 'Aug']",0,12,12
18311,Vrsnik,Slovenia,3.0,I,3.0,C2,,0.5 h,1.333 h,,No,https://ropewiki.com/Vrsnik,49.213,0 minutes,,46.3375,13.685833333333,"['Dec', 'Jan', 'Feb', 'Mar', 'Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct', 'Nov']",0,0,0
18299,Jereka,Slovenia,2.8,II,3.0,B,,3.333 h,4 h,,No,https://ropewiki.com/Jereka,65.617,0 minutes,,46.305833333333,13.9625,,0,0,0
18325,Mrzli Potok,Slovenia,3.4,III,4.0,C1,R,4.917 h,6 h,,No,https://ropewiki.com/Mrzli_Potok,131.234,12 minutes,,46.231944444444,13.665833333333,,0,0,0
18310,Podolu,Slovenia,3.4,II,3.0,B,,3 h,4.083 h,,No,https://ropewiki.com/Podolu,164.042,0 minutes,,46.392222222222,13.745277777778,"['Mar', 'Apr', 'May', 'Jun', 'Jul', 'Aug']",0,0,0
26542,Strmi Graben,Slovenia,2.8,III,4.0,A,R,3.917 h,6.083 h,,No,https://ropewiki.com/Strmi_Graben,196.85,1.1 minutes,,46.486666666667,13.8875,"['Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,0,0
18312,Suhi Potok,Slovenia,2.5,I,3.0,C,,1 h,2.167 h,,No,https://ropewiki.com/Suhi_Potok,65.617,1.7 minutes,,46.338055555556,13.706666666667,"['Jun', 'Jul', 'Aug']",0,0,0
26468,Kluze,Slovenia,3.9,I,4.0,C2,,1.333 h,,,No,https://ropewiki.com/Kluze,19.685,,,46.3625,13.589166666667,,0,0,0
33822,Malenscek (Brinta),Slovenia,3.0,II,4.0,A,R,4.1 h,,,No,https://ropewiki.com/Malenscek_(Brinta),278.871,7 minutes,,46.233055555556,13.655833333333,"['Mar', 'Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,0,0
18301,Blatnica,Slovenia,2.3,III,4.0,A,,4 h,5.083 h,,No,https://ropewiki.com/Blatnica,164.042,0 minutes,,46.299722222222,14.058611111111,"['Mar', 'Apr', 'May', 'Dec', 'Jan', 'Feb', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct', 'Nov']",0,0,0
61147,Predoselj,Slovenia,4.0,I,3.0,C3,,,,0.311 mi,No,https://ropewiki.com/Predoselj,8.0,,,46.322222222222,14.593333333333,"['Nov', 'Dec', 'Jan', 'Feb']",0,1,1
26464,Soteska Jerman,Slovenia,2.1,II,3.0,B,,2.917 h,,,No,https://ropewiki.com/Soteska_Jerman,98.425,,,46.489444444444,13.839722222222,,0,0,0
18313,Sumnik,Slovenia,2.7,II,3.0,C,,3.083 h,,,No,https://ropewiki.com/Sumnik,42.651,0 minutes,,46.311666666667,13.656666666667,"['Mar', 'Apr', 'May', 'Jun', 'Jul', 'Aug']",0,0,0
18302,Mala Pisnica,Slovenia,2.3,II,3.0,C,,2 h,3 h,,No,https://ropewiki.com/Mala_Pisnica,65.617,0 minutes,,46.470555555556,13.769444444444,"['Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,0,0
26455,Godica,Slovenia,3.0,II,4.0,B,,3.5 h,,,No,https://ropewiki.com/Godica,124.672,0 minutes,,46.182777777778,13.764444444444,"['Apr', 'May', 'Jun', 'Jul', 'Aug', 'Sep', 'Oct']",0,0,0
26495,Ribnica,Slovenia,1.2,III,4.0,B,,6.25 h,,,No,https://ropewiki.com/Ribnica,98.425,,,46.3275,13.909166666667,,0,0,0
26470,Kramarsca,Slovenia,2.9,III,3.0,C,,7.017 h,,,No,https://ropewiki.com/Kramarsca,49.213,,,46.011944444444,13.886666666667,,0,0,0
18316,Prsjak,Slovenia,2.0,I,3.0,C,,1 h,1.083 h,,No,https://ropewiki.com/Prsjak,98.425,0 minutes,,46.337777777778,13.750555555556,,0,0,0
26454,Globovsak,Slovenia,1.4,III,4.0,B,R,5.5 h,,,No,https://ropewiki.com/Globovsak,196.85,,,46.4325,14.655277777778,,0,0,0
26538,Cuc,Slovenia,1.0,I,3.0,A,,2 h,,,No,https://ropewiki.com/Cuc,98.425,,,46.319166666667,14.725,,0,0,0
12661,Lodrino (Lower),Leventina,4.9,II,4.0,C3,R,3.167 h,5.083 h,,No,https://ropewiki.com/Lodrino_(Lower),196.85,20 minutes,,46.298333333333,8.9741666666667,"['Aug', 'Sep']",0,14,14
12620,Gamchi,Thun/Spiez,4.9,III,4.0,C2,X,4 h,7 h,,No,https://ropewiki.com/Gamchi,196.85,0 minutes,,46.516666666667,7.7922222222222,['Oct'],0,0,0
12922,Trummelbach,Interlaken,4.9,III,4.0,C2,R,3.5 h,5.7 h,,Yes,https://ropewiki.com/Trummelbach,180.446,0 minutes,,46.567777777778,7.9161111111111,"['Sep', 'Oct', 'Nov']",0,0,0
12900,Segnes,Vorderrhein,4.9,III,4.0,C2,R,5.5 h,6 h,,No,https://ropewiki.com/Segnes,196.85,0 minutes,,46.878611111111,9.2402777777778,"['Oct', 'Nov']",0,0,0
12889,Saufla (Lower),Bas Valais,4.8,II,4.0,C2,R,4 h,4.167 h,,No,https://ropewiki.com/Saufla_(Lower),98.425,0 minutes,,46.147222222222,6.8755555555556,"['Sep', 'Oct', 'Nov', 'Dec']",0,0,0
